"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","Z9073400"
4482,1,4,1980,1,2,-4
4483,1,11,1983,1,2,-4
4484,1,7,1983,1,4,1
4485,1,5,1981,1,2,-4
4486,1,9,1984,1,2,-4
4487,2,10,1983,1,4,-4
4488,2,8,1983,1,4,-4
4489,1,10,1980,1,2,-4
4490,2,7,1983,1,2,-4
4491,1,9,1984,1,2,-4
4492,1,6,1980,1,2,-4
4493,2,1,1980,1,2,-4
4494,1,7,1984,1,2,-4
4495,2,6,1982,1,2,1
4496,2,1,1983,1,2,1
4497,1,8,1980,1,2,-4
4498,1,1,1983,1,2,1
4499,2,8,1984,1,2,-4
4500,1,1,1984,1,2,-4
4501,2,3,1984,1,2,-4
4502,1,8,1984,1,2,-4
4503,1,10,1980,1,2,-4
4504,2,8,1982,1,2,-4
4505,1,9,1981,1,4,-4
4506,1,1,1983,1,4,1
4507,1,9,1980,1,4,-4
4508,2,5,1982,1,4,-4
4509,1,3,1982,1,4,-4
4510,2,6,1983,1,2,1
4511,1,6,1984,1,2,-4
4512,2,7,1982,1,4,-4
4513,1,9,1981,1,4,-4
4514,1,1,1983,1,4,-4
4515,1,1,1980,1,2,-4
4516,1,9,1981,1,2,1
4517,2,8,1983,1,4,-4
4518,1,11,1981,1,4,-4
4519,1,10,1984,1,4,-4
4520,1,1,1982,1,2,-4
4521,2,12,1982,1,2,-4
4522,1,6,1980,1,4,1
4523,2,9,1980,1,2,1
4524,2,2,1983,1,2,-4
4525,1,8,1984,1,4,-4
4526,1,3,1982,1,4,-4
4527,1,10,1983,1,4,-4
4528,1,2,1981,1,4,1
4529,2,3,1983,1,4,-4
4530,1,4,1982,1,4,-4
4531,2,9,1982,1,4,-4
4532,2,9,1984,1,4,-4
4533,1,11,1980,1,4,-4
4534,2,8,1982,1,4,-4
4535,1,9,1984,1,4,-4
4536,2,6,1982,1,4,-4
4537,1,3,1984,1,4,-4
4539,2,6,1983,1,4,-4
4540,1,11,1982,1,4,-4
4541,2,5,1981,1,4,-4
4542,2,9,1984,1,4,-4
4543,1,12,1984,1,2,-4
4544,1,11,1984,1,4,-4
4545,1,1,1984,1,4,-4
4546,1,3,1982,1,4,1
4547,1,3,1981,1,4,-4
4548,2,5,1984,1,4,-4
4549,2,2,1982,1,4,1
4550,2,5,1984,1,4,1
4551,1,5,1984,1,4,-4
4552,2,9,1981,1,4,-4
4553,2,1,1984,1,4,-4
4554,2,5,1982,1,4,-4
4555,1,2,1981,1,2,-4
4556,2,3,1982,1,4,-4
4557,2,8,1984,1,4,-4
4558,2,11,1982,1,4,-4
4559,2,11,1981,1,4,-4
4560,2,9,1983,1,4,-4
4561,2,11,1980,1,4,-4
4562,1,11,1983,1,4,-4
4563,2,8,1980,1,4,-4
4564,1,12,1981,1,4,-4
4565,2,9,1984,1,4,-4
4566,2,9,1984,1,4,-4
4567,1,1,1983,1,4,-4
4568,2,8,1981,1,4,-4
4569,1,9,1980,1,4,-4
4570,1,9,1983,1,4,-4
4571,1,5,1983,1,4,-4
4572,1,10,1980,1,3,-4
4573,1,10,1984,1,4,-4
4574,1,6,1983,1,4,-4
4575,2,1,1983,1,4,-4
4576,1,10,1983,1,4,-4
4577,1,10,1984,1,4,-4
4578,2,7,1981,1,4,-4
4579,2,5,1981,1,4,-4
4580,1,11,1983,1,4,-4
4581,2,1,1982,1,4,-4
4582,1,7,1984,1,4,-4
4583,2,11,1982,1,4,1
4584,2,10,1982,1,4,-4
4585,1,2,1982,1,4,-4
4586,1,7,1982,1,4,-4
4587,1,11,1981,1,4,-4
4588,2,11,1980,1,4,-4
4589,1,7,1984,1,4,-4
4590,2,3,1983,1,4,-4
4591,1,9,1981,1,4,-4
4592,1,2,1984,1,2,1
4593,2,12,1983,1,4,1
4594,2,3,1984,1,3,1
4595,2,11,1984,1,4,-4
4596,1,3,1980,1,4,-4
4597,2,4,1982,1,4,-4
4598,2,6,1983,1,4,-4
4599,2,8,1983,1,4,1
4600,1,4,1980,1,4,-4
4601,2,10,1980,1,4,-4
4602,1,2,1983,1,4,-4
4603,2,10,1983,1,4,-4
4604,1,10,1980,1,4,-4
4605,2,1,1983,1,4,-4
4606,1,10,1983,1,4,-4
4607,2,3,1984,1,4,-4
4608,2,3,1983,1,4,1
4609,1,4,1984,1,4,-4
4610,2,4,1982,1,4,-4
4611,2,1,1983,1,4,-4
4612,2,9,1984,1,4,-4
4613,1,11,1980,1,3,-4
4614,1,3,1981,1,2,-4
4615,1,1,1982,1,4,-4
4616,1,12,1980,1,4,-4
4617,1,1,1981,1,4,-4
4618,2,8,1983,1,4,-4
4619,2,9,1982,1,4,1
4620,2,8,1983,1,4,1
4621,2,6,1983,1,1,-4
4622,1,6,1982,1,4,1
4623,1,2,1984,1,4,-4
4624,1,8,1983,1,4,-4
4625,1,2,1982,1,1,-4
4626,2,6,1982,1,4,-4
4627,1,8,1981,1,4,-4
4628,2,2,1980,1,4,1
4629,1,4,1981,1,4,-4
4630,2,1,1984,1,4,-4
4631,1,8,1982,1,3,-4
4632,1,8,1980,1,4,-4
4633,2,11,1983,1,3,-4
4634,2,9,1982,1,4,-4
4635,2,11,1983,1,4,1
4636,1,11,1983,1,2,-4
4637,1,12,1981,1,2,-4
4638,1,9,1983,1,2,-4
4639,1,6,1983,1,1,-4
4640,1,1,1981,1,4,1
4641,1,10,1981,1,4,-4
4642,1,1,1984,1,4,-4
4643,1,2,1980,1,4,-4
4644,1,6,1984,1,4,-4
4645,1,2,1983,1,4,-4
4646,1,10,1983,1,4,-4
4647,2,9,1982,1,4,-4
4648,2,7,1984,1,4,1
4649,2,4,1981,1,4,-4
4650,2,3,1980,1,1,-4
4651,2,5,1983,1,1,1
4652,2,8,1980,1,1,-4
4653,1,1,1983,1,1,-4
4654,1,9,1982,1,1,-4
4655,2,7,1981,1,4,-4
4656,2,2,1980,1,1,-4
4657,2,7,1982,1,1,-4
4658,2,1,1980,1,1,-4
4659,1,11,1981,1,1,-4
4660,1,2,1980,1,1,1
4661,1,10,1980,1,4,1
4662,2,12,1984,1,4,-4
4663,1,10,1980,1,4,-4
4664,2,10,1984,1,4,-4
4665,1,7,1980,1,4,-4
4666,1,4,1982,1,4,1
4667,2,12,1984,1,4,1
4668,1,3,1982,1,2,1
4669,1,11,1983,1,4,1
4670,2,12,1981,1,2,-4
4671,2,9,1983,1,2,-4
4672,2,5,1981,1,4,-4
4673,2,7,1984,1,4,1
4674,2,11,1982,1,4,-4
4675,2,11,1980,1,1,-4
4676,2,4,1981,1,4,-4
4677,2,12,1982,1,4,-4
4678,2,5,1981,1,2,1
4679,1,1,1983,1,2,-4
4680,1,8,1982,1,4,-4
4681,1,7,1984,1,4,-4
4682,1,3,1980,1,3,1
4683,2,12,1981,1,3,-4
4684,2,9,1983,1,3,-4
4685,2,6,1980,1,4,1
4686,2,4,1982,1,3,-4
4687,2,12,1984,1,4,-4
4688,2,9,1980,1,4,-4
4689,2,5,1983,1,4,-4
4690,1,4,1980,1,4,1
4691,1,3,1983,1,4,1
4692,1,1,1980,1,4,1
4693,1,6,1981,1,2,-4
4694,2,6,1984,1,2,-4
4695,2,2,1980,1,2,-4
4696,2,2,1981,1,2,-4
4697,2,3,1984,1,4,-4
4698,2,8,1981,1,2,1
4699,2,8,1981,1,2,-4
4700,2,10,1982,1,2,-4
4701,1,10,1984,1,2,-4
4702,1,4,1984,1,2,-4
4703,1,8,1982,1,3,-4
4704,2,7,1983,1,4,-4
4705,1,5,1981,1,2,-4
4706,2,8,1981,1,2,-4
4707,2,9,1984,1,2,-4
4708,2,3,1982,1,4,-4
4709,1,1,1983,1,4,-4
4710,1,6,1980,1,4,-4
4711,2,9,1982,1,4,1
4712,1,10,1983,1,4,-4
4713,1,1,1981,1,4,-4
4714,2,5,1981,1,4,-4
4715,2,1,1982,1,2,-4
4716,2,6,1984,1,4,1
4717,1,8,1980,1,2,-4
4718,2,9,1981,1,2,-4
4719,2,3,1980,1,4,-4
4720,2,4,1983,1,4,-4
4721,2,2,1980,1,4,-4
4722,2,4,1982,1,4,-4
4723,2,7,1982,1,4,-4
4724,1,2,1980,1,3,-4
4725,2,3,1980,1,4,-4
4726,2,7,1981,1,4,-4
4727,1,11,1982,1,4,-4
4728,2,4,1982,1,4,-4
4729,2,11,1981,1,4,-4
4730,2,5,1981,1,4,-4
4731,1,5,1981,1,4,-4
4732,2,10,1983,1,4,-4
4733,2,1,1984,1,2,1
4734,1,1,1983,1,2,-4
4735,1,3,1980,1,2,-4
4736,1,8,1984,1,4,-4
4737,1,2,1982,1,4,-4
4738,2,7,1980,1,4,-4
4739,2,3,1982,1,2,-4
4740,1,8,1980,1,2,-4
4741,2,10,1982,1,2,-4
4742,2,8,1981,1,2,-4
4743,1,10,1982,1,1,1
4744,1,8,1983,1,4,-4
4745,1,1,1983,1,2,1
4746,1,2,1983,1,4,-4
4747,2,1,1980,1,1,-4
4748,2,1,1983,1,4,-4
4749,1,4,1980,1,4,-4
4750,1,12,1982,1,4,-4
4751,1,11,1981,1,4,-4
4752,1,2,1981,1,4,-4
4753,2,6,1982,1,4,-4
4754,2,10,1981,1,4,-4
4755,2,11,1980,1,2,-4
4756,2,10,1980,1,4,-4
4757,2,9,1983,1,4,-4
4758,2,6,1980,1,1,-4
4759,1,5,1981,1,4,-4
4760,2,12,1984,1,4,-4
4761,2,11,1983,1,4,-4
4762,1,10,1984,1,2,-4
4763,1,4,1983,1,4,-4
4764,1,1,1981,1,2,-4
4765,1,6,1981,1,4,-4
4766,1,11,1980,1,2,-4
4767,2,2,1984,1,2,-4
4768,2,9,1982,1,2,-4
4769,1,7,1980,1,4,-4
4770,2,4,1980,1,4,-4
4771,2,11,1983,1,4,-4
4772,2,1,1984,1,2,1
4773,2,12,1980,1,2,-4
4774,1,3,1983,1,2,-4
4775,2,11,1983,1,2,-4
4776,1,7,1983,1,2,1
4777,2,12,1980,1,2,1
4778,2,7,1981,1,2,-4
4779,2,1,1983,1,2,1
4780,1,3,1980,1,2,-4
4781,1,2,1980,1,4,-4
4782,1,2,1981,1,2,-4
4783,2,11,1982,1,2,-4
4784,2,11,1983,1,2,-4
4785,2,2,1980,1,2,1
4786,2,11,1983,1,2,-4
4787,1,6,1982,1,4,-4
4788,1,9,1980,1,4,-4
4789,2,4,1982,1,4,-4
4790,1,7,1983,1,4,-4
4791,1,8,1980,1,4,-4
4792,2,3,1982,1,4,-4
4793,1,6,1980,1,4,-4
4794,1,1,1981,1,4,-4
4795,2,2,1981,1,2,-4
4796,2,8,1981,1,4,-4
4797,2,1,1984,1,4,-4
4798,1,11,1984,1,2,-4
4799,1,4,1981,1,4,-4
4800,1,12,1982,1,4,-4
4801,2,4,1983,1,4,-4
4802,2,3,1982,1,4,-4
4803,1,2,1983,1,4,-4
4804,2,1,1982,1,4,-4
4805,1,4,1983,1,4,1
4806,2,3,1982,1,4,1
4807,2,11,1982,1,4,-4
4808,1,9,1980,1,4,-4
4809,2,8,1984,1,4,-4
4810,1,3,1982,1,4,1
4811,2,8,1984,1,4,-4
4812,2,12,1983,1,4,-4
4813,1,4,1982,1,4,-4
4814,1,3,1983,1,4,-4
4815,2,10,1983,1,4,-4
4816,2,3,1980,1,4,-4
4817,1,3,1981,1,4,-4
4818,1,1,1984,1,4,-4
4819,1,1,1982,1,4,-4
4820,1,3,1982,1,4,-4
4821,2,11,1983,1,4,-4
4822,2,11,1983,1,4,-4
4823,2,3,1982,1,4,-4
4824,1,3,1981,1,4,-4
4825,2,12,1981,1,4,-4
4826,1,4,1980,1,4,-4
4827,1,7,1981,1,4,-4
4828,2,4,1981,1,4,-4
4829,2,7,1981,1,4,-4
4830,1,10,1983,1,4,-4
4831,1,12,1981,1,4,-4
4832,1,2,1983,1,4,-4
4833,1,3,1980,1,4,-4
4834,2,2,1980,1,4,-4
4835,1,5,1983,1,4,-4
4836,1,9,1981,1,4,-4
4837,2,3,1980,1,4,-4
4838,2,6,1982,1,4,-4
4839,1,3,1984,1,4,-4
4840,1,9,1983,1,4,-4
4841,2,5,1982,1,4,-4
4842,2,3,1984,1,4,-4
4843,2,6,1981,1,4,1
4844,1,2,1983,1,4,-4
4845,1,3,1981,1,4,-4
4846,2,2,1983,1,4,-4
4847,1,8,1980,1,4,-4
4848,1,1,1984,1,4,-4
4849,1,11,1982,1,4,-4
4850,2,5,1980,1,4,1
4851,1,9,1984,1,4,-4
4852,2,10,1980,1,4,-4
4853,1,5,1984,1,4,-4
4854,2,12,1982,1,4,-4
4855,2,8,1983,1,4,-4
4856,2,12,1981,1,2,-4
4857,2,9,1984,1,2,-4
4858,2,11,1984,1,4,-4
4859,2,1,1981,1,4,-4
4860,2,4,1980,1,4,-4
4861,1,6,1980,1,4,-4
4862,2,4,1981,1,4,1
4863,1,11,1981,1,4,-4
4864,1,7,1984,1,4,-4
4865,2,3,1982,1,4,-4
4866,1,2,1982,1,4,-4
4867,2,3,1982,1,4,-4
4868,2,10,1981,1,4,-4
4869,1,2,1983,1,4,-4
4870,1,8,1980,1,4,-4
4871,2,9,1981,1,4,-4
4872,1,12,1982,1,4,-4
4873,2,9,1982,1,4,-4
4874,1,6,1984,1,4,-4
4875,2,12,1982,1,4,-4
4876,2,8,1982,1,4,-4
4877,2,6,1984,1,4,-4
4878,2,1,1982,1,4,-4
4879,2,12,1984,1,4,-4
4880,2,2,1983,1,4,-4
4881,2,5,1983,1,4,-4
4882,2,8,1981,1,4,-4
4883,1,10,1982,1,4,-4
4884,1,1,1980,1,4,1
4885,2,1,1983,1,4,-4
4886,1,7,1984,1,4,1
4887,1,4,1983,1,4,-4
4889,1,8,1982,1,4,-4
4890,1,9,1983,1,4,-4
4891,1,8,1982,1,4,1
4892,1,8,1982,1,4,-4
4893,2,3,1980,1,4,1
4894,1,5,1980,1,4,-4
4895,2,12,1982,1,4,-4
4896,1,11,1982,1,4,-4
4897,1,5,1984,1,4,-4
4898,2,5,1982,1,4,-4
4899,2,11,1982,1,4,-4
4900,1,9,1980,1,4,-4
4901,2,7,1980,1,4,1
4902,1,4,1983,1,4,-4
4903,2,3,1983,1,1,-4
4904,2,8,1981,1,4,-4
4905,2,4,1983,1,4,-4
4906,1,5,1983,1,4,-4
4907,1,5,1984,1,4,-4
4908,1,11,1980,1,4,-4
4909,1,8,1982,1,4,-4
4910,1,4,1984,1,4,-4
4911,1,2,1982,1,4,-4
4912,1,1,1984,1,4,1
4913,1,2,1984,1,4,-4
4914,1,10,1983,1,4,-4
4915,2,7,1980,1,4,-4
4916,1,10,1983,1,4,-4
4917,2,10,1981,1,4,1
4918,1,6,1981,1,4,-4
4919,1,2,1984,1,4,-4
4920,1,12,1984,1,4,-4
4921,1,9,1981,1,4,-4
4922,1,11,1983,1,4,-4
4923,2,12,1983,1,4,-4
4924,2,2,1981,1,4,-4
4925,2,2,1983,1,4,-4
4926,2,11,1980,1,4,-4
4927,1,3,1983,1,4,-4
4928,1,7,1980,1,4,-4
4929,1,1,1982,1,4,-4
4930,1,8,1984,1,4,-4
4931,1,6,1982,1,4,1
4932,1,4,1982,1,4,-4
4933,2,12,1981,1,4,-4
4934,1,3,1984,1,4,-4
4935,2,12,1984,1,4,-4
4936,1,11,1982,1,1,-4
4937,1,3,1983,1,1,-4
4938,2,9,1983,1,4,-4
4939,1,9,1981,1,4,-4
4940,1,12,1982,1,4,-4
4941,2,10,1984,1,4,1
4942,1,1,1981,1,4,-4
4943,1,11,1982,1,4,-4
4944,2,7,1983,1,4,-4
4945,1,12,1980,1,4,-4
4946,1,1,1983,1,4,1
4947,1,3,1983,1,4,-4
4948,1,8,1981,1,4,-4
4949,2,12,1983,1,4,-4
4950,1,9,1980,1,4,-4
4951,1,3,1983,1,4,-4
4952,2,6,1984,1,4,-4
4953,1,2,1980,1,4,1
4954,1,6,1982,1,4,-4
4955,2,6,1981,1,4,-4
4956,2,10,1984,1,4,1
4957,1,5,1983,1,4,-4
4958,2,3,1984,1,4,-4
4959,2,12,1984,1,4,-4
4960,2,3,1980,1,4,-4
4961,2,12,1980,1,4,-4
4962,2,8,1984,1,4,-4
4963,2,5,1980,1,4,-4
4964,2,12,1983,1,4,-4
4965,1,5,1982,1,4,-4
4966,2,1,1984,1,4,1
4967,2,7,1983,1,4,-4
4968,2,7,1983,1,4,1
4969,2,1,1983,1,4,-4
4970,1,2,1980,1,4,1
4971,1,11,1983,1,4,-4
4972,1,2,1980,1,4,-4
4973,2,1,1980,1,4,1
4974,2,6,1981,1,4,-4
4975,1,12,1983,1,4,-4
4976,2,6,1981,1,4,1
4977,1,9,1984,1,4,-4
4978,2,5,1982,1,4,-4
4979,2,12,1984,1,4,-4
4980,1,2,1984,1,4,-4
4981,1,5,1984,1,4,-4
4982,2,9,1981,1,4,-4
4983,1,6,1983,1,4,-4
4984,1,1,1981,1,4,-4
4985,2,1,1980,1,4,-4
4986,1,8,1981,1,4,-4
4987,1,4,1983,1,4,1
4988,2,6,1980,1,4,1
4989,1,1,1982,1,4,-4
4990,2,1,1982,1,4,1
4991,2,7,1984,1,4,-4
4992,1,5,1981,1,4,-4
4993,2,11,1982,1,4,-4
4994,2,7,1984,1,4,-4
4995,2,5,1981,1,4,-4
4996,2,7,1983,1,4,-4
4997,1,7,1983,1,4,-4
4998,2,5,1982,1,2,-4
4999,2,9,1983,1,2,-4
5000,1,2,1982,1,4,-4
5001,2,1,1983,1,4,1
5002,1,2,1983,1,4,-4
5003,2,9,1984,1,4,-4
5004,1,2,1983,1,4,-4
5005,2,6,1984,1,4,-4
5006,1,10,1983,1,4,-4
5007,2,10,1984,1,4,-4
5008,2,11,1983,1,4,-4
5009,2,2,1980,1,4,-4
5010,1,3,1980,1,4,-4
5011,2,1,1981,1,4,-4
5012,1,12,1980,1,4,-4
5013,1,9,1982,1,4,-4
5014,1,6,1981,1,4,-4
5015,2,10,1983,1,4,-4
5016,2,5,1981,1,4,-4
5017,2,12,1981,1,4,-4
5018,2,10,1984,1,4,-4
5019,1,9,1981,1,4,-4
5020,1,9,1981,1,2,-4
5021,2,1,1983,1,4,-4
5022,2,10,1983,1,4,-4
5023,1,11,1982,1,4,-4
5024,2,6,1982,1,4,-4
5025,2,11,1983,1,4,-4
5026,1,12,1983,1,2,-4
5027,2,12,1980,1,4,-4
5028,1,9,1981,1,4,-4
5029,1,3,1983,1,4,-4
5030,1,3,1983,1,4,-4
5031,1,7,1981,1,4,-4
5032,2,9,1980,1,4,1
5033,1,3,1982,1,4,-4
5034,1,2,1982,1,4,-4
5035,2,11,1980,1,4,-4
5036,1,10,1980,1,4,-4
5037,1,12,1981,1,4,-4
5038,1,3,1981,1,4,-4
5039,2,11,1982,1,4,-4
5040,2,8,1982,1,4,-4
5041,1,7,1984,1,4,1
5042,1,6,1980,1,4,-4
5043,2,7,1984,1,2,-4
5044,1,1,1981,1,4,1
5045,1,2,1981,1,4,-4
5046,2,8,1980,1,4,-4
5047,1,10,1981,1,4,1
5048,2,9,1982,1,4,-4
5049,2,6,1983,1,2,-4
5050,1,7,1984,1,2,1
5051,2,7,1981,1,4,1
5052,1,4,1983,1,4,-4
5053,1,10,1981,1,4,-4
5054,2,9,1980,1,4,-4
5055,1,4,1983,1,4,-4
5056,1,1,1980,1,4,-4
5057,2,10,1982,1,1,-4
5058,1,9,1980,1,4,1
5059,1,5,1982,1,4,1
5060,2,11,1981,1,4,-4
5061,1,10,1980,1,4,-4
5062,1,12,1984,1,1,-4
5063,1,2,1983,1,4,-4
5064,1,8,1983,1,4,-4
5065,1,9,1980,1,4,-4
5066,1,5,1983,1,4,1
5067,1,6,1984,1,4,-4
5068,2,10,1982,1,1,-4
5069,2,9,1984,1,1,-4
5070,1,11,1984,1,2,-4
5071,1,9,1982,1,4,3
5072,2,11,1981,1,2,1
5073,2,2,1982,1,4,-4
5074,1,11,1982,1,4,-4
5075,2,9,1983,1,4,-4
5076,1,10,1980,1,4,1
5077,1,4,1983,1,4,-4
5078,2,11,1982,1,4,-4
5079,2,7,1980,1,4,1
5080,1,12,1980,1,4,1
5081,1,6,1983,1,4,-4
5082,2,1,1980,1,4,1
5083,2,11,1981,1,4,-4
5084,1,6,1982,1,4,-4
5085,2,2,1984,1,4,-4
5086,2,4,1982,1,4,-4
5087,2,4,1981,1,4,-4
5088,1,7,1981,1,4,-4
5089,2,5,1984,1,4,1
5090,1,4,1982,1,4,-4
5091,2,11,1984,1,4,-4
5092,2,10,1980,1,4,1
5093,1,12,1983,1,4,1
5094,1,1,1980,1,4,-4
5095,2,3,1984,1,4,-4
5096,2,11,1983,1,4,-4
5097,2,10,1983,1,4,1
5098,2,1,1983,1,4,-4
5099,2,1,1981,1,4,-4
5100,1,10,1982,1,4,-4
5101,2,5,1981,1,4,-4
5102,1,5,1980,1,2,-4
5103,1,10,1980,1,4,-4
5104,2,1,1984,1,4,-4
5105,1,7,1982,1,4,-4
5106,1,3,1981,1,4,1
5107,1,2,1984,1,4,-4
5108,1,2,1982,1,4,1
5109,1,1,1980,1,4,1
5110,1,8,1984,1,4,-4
5111,2,11,1980,1,4,1
5112,1,3,1984,1,4,-4
5113,2,8,1984,1,4,1
5114,2,5,1981,1,4,-4
5115,2,10,1981,1,4,1
5116,1,2,1981,1,4,-4
5117,1,3,1982,1,4,-4
5118,2,5,1982,1,4,-4
5119,1,4,1984,1,4,-4
5120,1,4,1981,1,2,-4
5121,1,10,1983,1,4,-4
5122,1,9,1983,1,4,-4
5123,2,9,1981,1,4,-4
5124,1,9,1981,1,4,-4
5125,2,12,1983,1,4,-4
5126,2,4,1984,1,1,1
5127,1,10,1980,1,1,-4
5128,2,8,1983,1,4,-4
5129,2,7,1984,1,4,-4
5130,2,8,1981,1,4,-4
5131,2,5,1983,1,4,-4
5132,1,3,1980,1,4,-4
5133,1,6,1982,1,4,-4
5134,1,8,1984,1,4,-4
5135,1,9,1982,1,4,1
5136,1,4,1983,1,1,-4
5137,2,12,1980,1,4,-4
5138,2,2,1982,1,4,1
5139,1,1,1981,1,2,1
5140,2,9,1984,1,2,1
5141,2,11,1983,1,4,-4
5142,1,7,1982,1,4,-4
5143,2,11,1984,1,4,1
5144,1,5,1982,1,4,-4
5145,1,7,1982,1,4,-4
5146,2,6,1980,1,4,-4
5147,1,10,1983,1,4,-4
5148,1,8,1981,1,4,-4
5149,2,6,1981,1,4,1
5150,1,10,1983,1,4,-4
5151,2,12,1984,1,4,-4
5152,2,11,1981,1,1,-4
5153,1,11,1982,1,1,-4
5154,2,9,1981,1,4,1
5155,1,2,1983,1,4,-4
5156,1,9,1984,1,4,-4
5157,1,10,1981,1,4,-4
5158,2,3,1982,1,4,-4
5159,1,6,1981,1,4,-4
5160,2,9,1983,1,1,-4
5161,1,2,1982,1,2,-4
5162,1,3,1982,1,4,-4
5163,2,10,1983,1,4,1
5164,1,1,1982,1,4,-4
5165,1,4,1982,1,4,-4
5166,1,3,1980,1,4,-4
5167,2,11,1983,1,4,1
5170,1,4,1981,1,3,-4
5171,2,1,1983,1,4,-4
5172,1,7,1981,1,4,-4
5173,2,7,1983,1,4,-4
5174,1,5,1984,1,4,-4
5175,2,3,1983,1,4,-4
5176,2,11,1984,1,4,-4
5177,2,11,1981,1,2,-4
5178,1,8,1981,1,4,-4
5179,2,2,1983,1,4,1
5180,1,12,1980,1,4,-4
5181,1,10,1983,1,4,1
5182,2,9,1981,1,4,-4
5183,1,4,1981,1,4,-4
5184,1,7,1982,1,4,-4
5185,2,7,1982,1,4,-4
5186,2,9,1981,1,4,-4
5187,2,1,1983,1,4,-4
5188,1,1,1983,1,4,1
5189,2,4,1980,1,4,-4
5190,2,6,1981,1,4,-4
5191,1,1,1981,1,4,1
5192,2,9,1982,1,4,-4
5193,2,6,1983,1,4,-4
5194,2,3,1980,1,4,-4
5195,2,7,1982,1,4,-4
5196,2,10,1981,1,4,-4
5197,1,12,1981,1,4,-4
5198,2,11,1984,1,4,-4
5199,1,8,1983,1,4,-4
5200,2,9,1984,1,4,-4
5201,1,2,1981,1,4,1
5202,2,5,1981,1,2,-4
5203,2,11,1980,1,4,-4
5204,2,12,1984,1,4,-4
5205,2,7,1981,1,4,-4
5206,2,5,1983,1,4,-4
5207,2,4,1981,1,4,1
5208,2,2,1984,1,4,-4
5209,1,6,1981,1,4,-4
5210,2,11,1980,1,4,1
5211,1,7,1984,1,4,-4
5212,2,2,1982,1,4,-4
5213,1,4,1984,1,4,-4
5214,1,3,1983,1,4,-4
5215,2,8,1980,1,4,1
5216,2,7,1980,1,4,-4
5217,2,9,1984,1,4,-4
5218,1,5,1984,1,4,-4
5219,2,11,1981,1,4,-4
5220,1,1,1984,1,4,-4
5221,2,11,1983,1,4,-4
5222,1,7,1980,1,4,-4
5223,1,4,1984,1,4,-4
5224,1,1,1981,1,4,-4
5225,2,4,1983,1,4,-4
5226,1,8,1980,1,4,-4
5227,2,6,1981,1,4,-4
5228,2,3,1983,1,4,-4
5229,1,1,1981,1,4,-4
5230,2,12,1982,1,4,-4
5231,1,1,1980,1,4,2
5232,2,5,1981,1,2,-4
5233,2,9,1984,1,4,-4
5234,1,8,1984,1,4,-4
5235,1,7,1980,1,4,-4
5236,2,2,1981,1,4,1
5237,2,4,1981,1,4,-4
5238,1,8,1984,1,4,-4
5239,2,8,1984,1,4,-4
5240,1,8,1980,1,2,-4
5241,2,5,1983,1,4,-4
5242,2,2,1980,1,4,-4
5243,2,12,1982,1,4,-4
5244,1,9,1982,1,4,-4
5245,1,2,1984,1,4,-4
5246,1,8,1984,1,4,-4
5247,2,12,1983,1,4,-4
5248,1,1,1983,1,4,-4
5249,1,4,1982,1,4,-4
5250,1,12,1981,1,4,-4
5251,2,8,1981,1,4,-4
5252,1,9,1982,1,4,-4
5253,2,12,1981,1,4,-4
5254,1,9,1984,1,4,-4
5255,1,10,1984,1,4,-4
5256,2,5,1984,1,4,-4
5257,2,1,1983,1,4,-4
5258,1,9,1982,1,4,-4
5259,1,10,1980,1,4,-4
5260,1,8,1982,1,4,-4
5261,2,5,1984,1,4,-4
5262,1,12,1982,1,4,-4
5263,2,1,1984,1,4,-4
5264,2,9,1980,1,4,-4
5265,2,8,1981,1,4,-4
5266,1,3,1984,1,4,-4
5267,2,10,1981,1,4,-4
5268,1,6,1983,1,4,-4
5269,2,5,1982,1,4,1
5270,2,12,1980,1,4,-4
5271,1,1,1981,1,4,-4
5272,2,12,1980,1,4,1
5273,1,3,1980,1,4,-4
5274,2,1,1981,1,4,-4
5275,1,9,1980,1,4,-4
5276,2,12,1980,1,4,-4
5277,1,1,1983,1,4,-4
5278,1,1,1982,1,4,-4
5279,1,9,1980,1,4,1
5280,2,10,1982,1,4,1
5281,2,5,1980,1,4,-4
5282,1,1,1984,1,4,-4
5283,1,9,1982,1,4,-4
5284,1,1,1980,1,4,1
5285,2,4,1981,1,4,1
5286,1,5,1982,1,4,-4
5287,1,9,1982,1,4,-4
5288,1,1,1984,1,4,-4
5289,2,9,1984,1,4,-4
5290,2,2,1981,1,4,-4
5291,2,6,1983,1,4,-4
5292,1,7,1983,1,4,1
5293,2,1,1983,1,4,1
5294,2,3,1983,1,4,1
5295,2,1,1984,1,4,1
5296,2,5,1980,1,4,-4
5297,2,4,1982,1,4,-4
5298,2,5,1981,1,4,1
5299,2,11,1984,1,4,-4
5300,2,12,1980,1,4,-4
5301,1,3,1984,1,4,-4
5302,2,11,1982,1,4,2
5303,2,7,1981,1,2,-4
5304,2,7,1981,1,4,1
5305,1,5,1983,1,4,-4
5306,1,9,1980,1,4,-4
5307,2,8,1981,1,4,1
5308,1,11,1982,1,3,-4
5309,1,1,1984,1,3,-4
5310,2,5,1980,1,2,1
5311,2,3,1980,1,4,-4
5312,1,7,1984,1,4,-4
5313,1,11,1980,1,4,-4
5314,1,6,1980,1,4,-4
