"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","Z9073400"
5315,2,8,1984,1,4,-4
5316,1,10,1981,1,4,1
5317,2,2,1983,1,4,-4
5318,2,12,1983,1,2,1
5319,2,1,1981,1,4,-4
5320,2,12,1982,1,4,-4
5321,1,12,1980,1,4,-4
5322,1,10,1983,1,4,-4
5323,1,7,1981,1,4,1
5324,2,2,1982,1,4,1
5325,1,7,1983,1,4,-4
5326,2,8,1984,1,4,1
5327,1,10,1983,1,4,-4
5328,2,12,1983,1,4,-4
5329,1,11,1982,1,4,1
5330,1,1,1984,1,4,-4
5331,1,9,1981,1,4,1
5332,1,7,1981,1,4,-4
5333,2,2,1983,1,4,-4
5334,2,12,1984,1,4,1
5335,2,10,1980,1,4,-4
5336,1,9,1981,1,4,-4
5337,1,9,1983,1,4,-4
5338,2,2,1981,1,4,-4
5339,1,10,1984,1,4,-4
5340,2,1,1982,1,4,-4
5341,1,5,1981,1,4,1
5342,1,10,1982,1,4,-4
5343,2,7,1984,1,4,-4
5344,2,5,1982,1,4,-4
5345,1,2,1980,1,4,-4
5346,2,9,1983,1,4,-4
5347,1,12,1982,1,4,-4
5348,1,11,1984,1,4,-4
5349,1,8,1982,1,4,1
5350,1,7,1983,1,4,1
5351,2,9,1983,1,4,1
5352,1,3,1981,1,4,-4
5353,1,1,1982,1,4,-4
5354,1,11,1983,1,4,-4
5355,1,10,1980,1,4,-4
5356,1,8,1983,1,4,-4
5357,1,3,1982,1,4,1
5358,2,7,1982,1,4,-4
5359,2,11,1981,1,4,1
5360,1,6,1982,1,4,-4
5361,2,7,1984,1,4,-4
5362,1,9,1981,1,3,-4
5363,1,2,1980,1,4,1
5364,1,7,1980,1,4,-4
5365,2,11,1983,1,4,-4
5366,1,9,1984,1,4,-4
5367,2,1,1983,1,4,-4
5368,1,8,1980,1,4,-4
5369,2,8,1984,1,4,-4
5370,1,4,1981,1,4,-4
5371,1,1,1982,1,4,-4
5372,2,7,1981,1,4,-4
5373,1,2,1983,1,4,-4
5374,1,6,1984,1,4,-4
5375,1,2,1983,1,4,-4
5376,1,6,1984,1,3,-4
5377,1,2,1983,1,4,-4
5378,2,10,1984,1,4,-4
5379,1,11,1982,1,4,-4
5380,1,4,1981,1,4,1
5381,2,12,1983,1,4,-4
5382,2,9,1983,1,4,1
5383,1,3,1981,1,4,-4
5384,1,5,1983,1,4,-4
5385,1,6,1982,1,4,-4
5386,2,9,1980,1,4,-4
5387,2,9,1980,1,3,1
5388,2,3,1984,1,4,-4
5389,2,5,1980,1,4,-4
5390,2,3,1981,1,1,1
5391,1,9,1980,1,4,-4
5392,2,11,1984,1,4,-4
5393,1,10,1981,1,4,-4
5394,2,11,1983,1,4,-4
5395,1,12,1981,1,4,1
5396,1,3,1980,1,2,-4
5397,2,7,1982,1,2,-4
5398,2,7,1983,1,4,-4
5399,2,2,1980,1,4,1
5400,1,1,1981,1,4,-4
5401,2,1,1983,1,4,-4
5402,2,7,1983,1,4,1
5403,2,2,1980,1,4,1
5404,2,7,1983,1,4,-4
5405,2,10,1981,1,4,-4
5406,1,3,1982,1,4,-4
5407,1,4,1983,1,4,-4
5408,1,12,1981,1,4,-4
5409,1,12,1982,1,4,1
5410,2,11,1984,1,4,-4
5411,2,9,1982,1,4,-4
5412,2,10,1982,1,4,-4
5413,2,1,1982,1,4,-4
5414,2,7,1981,1,4,-4
5415,1,4,1983,1,4,-4
5416,2,1,1984,1,4,-4
5417,1,5,1980,1,3,3
5418,2,6,1981,1,4,-4
5419,2,12,1981,1,4,-4
5420,1,10,1981,1,4,-4
5421,2,2,1982,1,4,-4
5422,2,9,1983,1,4,1
5423,1,10,1981,1,2,-4
5424,2,11,1983,1,2,-4
5425,2,12,1980,1,4,-4
5426,1,10,1984,1,4,1
5427,1,9,1981,1,4,-4
5428,1,12,1984,1,4,-4
5429,1,5,1981,1,4,-4
5430,2,9,1983,1,4,-4
5431,1,11,1983,1,4,-4
5432,2,9,1983,1,4,-4
5433,1,8,1981,1,4,-4
5434,1,4,1981,1,4,-4
5435,1,7,1982,1,4,-4
5436,1,3,1982,1,4,-4
5437,1,3,1984,1,4,1
5438,1,6,1983,1,4,-4
5439,1,5,1980,1,4,-4
5440,1,7,1984,1,4,-4
5441,1,8,1980,1,4,-4
5442,1,12,1984,1,4,1
5443,1,7,1982,1,4,-4
5444,2,3,1983,1,4,-4
5445,1,6,1981,1,3,-4
5446,2,7,1983,1,3,-4
5447,1,3,1984,1,4,-4
5448,2,5,1982,1,4,1
5449,1,5,1983,1,4,-4
5450,1,2,1981,1,4,-4
5451,2,10,1980,1,4,1
5452,2,10,1983,1,4,1
5453,1,9,1984,1,4,1
5454,2,9,1983,1,4,-4
5455,1,9,1980,1,2,1
5456,2,4,1982,1,2,1
5457,2,1,1984,1,4,1
5458,1,7,1984,1,4,-4
5459,1,8,1982,1,4,-4
5460,2,7,1983,1,4,-4
5461,1,10,1982,1,2,-4
5462,1,8,1984,1,4,-4
5463,2,3,1983,1,4,1
5464,1,2,1981,1,4,-4
5465,2,7,1980,1,3,-4
5466,2,2,1981,1,3,-4
5467,2,8,1983,1,3,1
5468,2,10,1980,1,4,-4
5469,2,8,1982,1,4,1
5470,2,9,1982,1,4,-4
5471,1,9,1981,1,2,-4
5472,2,12,1982,1,2,-4
5473,2,3,1981,1,4,-4
5474,1,7,1983,1,4,1
5475,2,9,1984,1,4,1
5476,2,6,1982,1,4,-4
5477,2,6,1984,1,4,-4
5478,2,5,1983,1,4,-4
5479,2,9,1980,1,4,-4
5480,2,5,1984,1,4,-4
5481,1,7,1980,1,4,-4
5482,2,7,1982,1,4,-4
5483,1,12,1984,1,4,-4
5484,1,12,1980,1,4,-4
5485,2,3,1983,1,4,1
5486,1,8,1984,1,4,-4
5487,2,9,1980,1,4,-4
5488,1,4,1983,1,4,-4
5489,2,8,1984,1,4,-4
5490,2,5,1984,1,4,-4
5491,1,9,1982,1,4,-4
5492,1,5,1980,1,4,1
5493,2,9,1981,1,4,-4
5494,1,1,1983,1,4,1
5495,2,7,1982,1,4,-4
5496,2,3,1981,1,4,-4
5497,1,12,1981,1,4,-4
5498,2,12,1981,1,4,1
5499,1,3,1984,1,4,-4
5500,1,3,1984,1,4,-4
5501,2,10,1982,1,4,-4
5502,1,5,1981,1,4,-4
5503,2,4,1982,1,4,-4
5504,2,5,1984,1,4,1
5505,2,10,1981,1,4,-4
5506,2,6,1980,1,4,-4
5507,2,6,1982,1,4,-4
5508,2,10,1983,1,4,1
5509,1,5,1980,1,4,-4
5510,1,8,1984,1,4,-4
5511,1,1,1982,1,4,1
5512,1,4,1980,1,4,-4
5513,2,9,1982,1,4,-4
5514,2,7,1984,1,4,-4
5515,1,7,1982,1,4,1
5516,1,10,1983,1,4,-4
5517,1,12,1980,1,4,-4
5518,1,12,1980,1,4,-4
5519,1,11,1984,1,4,-4
5520,1,8,1983,1,4,1
5521,1,3,1984,1,2,-4
5522,1,3,1980,1,4,1
5523,1,8,1983,1,4,-4
5524,1,11,1984,1,4,-4
5525,1,6,1983,1,4,-4
5526,2,9,1984,1,4,1
5527,2,11,1982,1,2,-4
5528,2,2,1980,1,4,-4
5529,1,3,1984,1,4,1
5530,2,3,1984,1,4,-4
5531,2,1,1980,1,4,-4
5532,1,11,1982,1,4,1
5533,1,7,1984,1,4,1
5534,2,5,1984,1,4,1
5535,2,7,1984,1,4,1
5536,1,2,1982,1,2,-4
5537,1,10,1983,1,2,-4
5538,1,3,1982,1,4,-4
5539,1,11,1984,1,4,-4
5540,2,12,1983,1,4,-4
5541,1,7,1980,1,4,1
5542,1,7,1984,1,4,-4
5543,2,9,1981,1,4,-4
5544,2,12,1983,1,4,-4
5545,1,11,1983,1,4,-4
5546,1,9,1984,1,4,-4
5547,1,12,1980,1,4,-4
5548,2,1,1981,1,4,-4
5549,1,3,1982,1,4,-4
5550,1,7,1983,1,4,-4
5551,2,9,1981,1,4,-4
5552,1,5,1983,1,4,1
5553,1,5,1983,1,4,-4
5554,1,4,1984,1,1,-4
5555,1,3,1980,1,4,-4
5556,1,7,1981,1,4,1
5557,1,2,1980,1,4,1
5558,2,12,1980,1,1,-4
5560,2,9,1981,1,1,-4
5561,1,11,1981,1,4,-4
5562,2,2,1983,1,4,-4
5563,2,1,1981,1,4,1
5564,2,5,1982,1,4,-4
5565,2,8,1983,1,4,-4
5566,1,8,1984,1,4,-4
5567,2,8,1983,1,1,-4
5568,1,2,1983,1,1,-4
5569,1,5,1982,1,1,1
5570,2,8,1983,1,4,-4
5571,2,11,1981,1,4,1
5572,2,3,1982,1,1,-4
5573,2,7,1980,1,1,-4
5574,1,3,1983,1,1,1
5575,2,3,1983,1,1,-4
5576,2,12,1983,1,1,-4
5577,1,7,1984,1,1,-4
5578,2,1,1984,1,1,-4
5579,1,11,1982,1,4,1
5580,2,4,1982,1,4,-4
5581,1,2,1981,1,4,-4
5582,1,8,1984,1,4,-4
5583,2,7,1981,1,4,-4
5584,2,11,1982,1,4,1
5585,2,8,1981,1,4,-4
5586,1,6,1982,1,4,-4
5587,2,2,1982,1,4,1
5588,1,7,1980,1,4,-4
5589,2,6,1983,1,1,-4
5590,2,6,1980,1,1,-4
5591,1,2,1984,1,1,1
5592,1,10,1980,1,1,-4
5593,1,11,1982,1,1,-4
5594,2,2,1984,1,4,-4
5595,1,9,1980,1,4,-4
5596,1,9,1983,1,1,-4
5597,2,4,1980,1,1,-4
5598,1,3,1981,1,1,-4
5599,1,4,1983,1,1,-4
5600,1,5,1984,1,1,-4
5601,2,10,1980,1,1,-4
5602,1,11,1980,1,1,-4
5603,2,2,1980,1,1,-4
5604,1,8,1983,1,1,-4
5605,1,12,1984,1,1,-4
5606,2,9,1983,1,4,-4
5607,1,12,1984,1,1,-4
5608,2,8,1981,1,1,1
5609,1,12,1981,1,1,1
5610,2,9,1983,1,1,-4
5611,1,5,1981,1,1,3
5612,1,11,1982,1,1,-4
5613,2,11,1981,1,1,-4
5614,1,12,1982,1,4,1
5615,2,2,1981,1,4,-4
5616,2,8,1983,1,4,1
5617,1,1,1984,1,4,-4
5618,2,7,1980,1,4,-4
5619,1,4,1980,1,4,-4
5620,2,9,1983,1,4,-4
5621,2,8,1984,1,1,1
5622,2,6,1984,1,1,-4
5623,2,3,1982,1,1,-4
5624,2,11,1980,1,1,-4
5625,2,4,1981,1,1,1
5626,1,5,1984,1,1,-4
5627,1,12,1981,1,1,1
5628,2,8,1982,1,1,-4
5629,1,12,1983,1,1,-4
5630,1,8,1981,1,4,-4
5631,1,3,1984,1,1,-4
5632,2,3,1983,1,1,-4
5633,2,3,1980,1,1,-4
5634,2,9,1983,1,1,-4
5635,1,12,1980,1,1,-4
5636,1,7,1980,1,1,-4
5637,2,1,1980,1,1,1
5638,2,3,1981,1,1,-4
5639,1,7,1982,1,1,-4
5640,1,10,1983,1,1,1
5641,2,1,1980,1,4,-4
5642,2,7,1981,1,4,-4
5643,1,3,1983,1,4,-4
5644,2,1,1980,1,4,-4
5645,2,5,1983,1,4,-4
5646,2,4,1983,1,4,1
5647,2,2,1982,1,4,-4
5648,2,7,1981,1,4,-4
5649,2,7,1983,1,4,1
5650,1,12,1984,1,4,1
5651,1,3,1981,1,2,1
5652,1,6,1982,1,2,-4
5653,2,6,1981,1,1,-4
5654,1,6,1983,1,4,-4
5655,2,7,1984,1,4,1
5656,2,4,1981,1,4,-4
5657,1,11,1980,1,4,-4
5658,1,7,1980,1,4,-4
5659,2,8,1982,1,4,-4
5660,1,10,1981,1,1,1
5661,2,7,1983,1,1,-4
5662,2,4,1982,1,4,-4
5663,2,9,1980,1,4,-4
5664,2,10,1983,1,4,-4
5665,2,3,1980,1,4,1
5666,1,11,1980,1,4,-4
5667,2,8,1981,1,1,-4
5668,2,3,1984,1,1,-4
5669,1,4,1982,1,4,-4
5670,1,11,1984,1,4,-4
5671,1,10,1984,1,4,-4
5672,2,6,1982,1,4,-4
5673,1,9,1982,1,2,-4
5674,2,11,1984,1,4,1
5675,1,7,1984,1,4,-4
5676,1,5,1980,1,4,1
5677,2,11,1983,1,1,1
5678,1,2,1984,1,4,-4
5679,2,12,1982,1,4,-4
5680,1,3,1981,1,4,-4
5681,2,10,1983,1,4,1
5682,1,3,1981,1,4,-4
5683,2,9,1984,1,4,-4
5684,2,10,1981,1,4,-4
5685,2,3,1984,1,4,1
5686,2,3,1984,1,4,-4
5687,1,3,1980,1,4,-4
5688,2,11,1981,1,4,-4
5689,1,6,1982,1,4,-4
5690,2,5,1983,1,4,-4
5691,2,10,1982,1,4,1
5692,1,5,1980,1,4,-4
5693,1,8,1982,1,4,-4
5694,2,7,1984,1,4,1
5695,2,10,1981,1,4,-4
5696,1,10,1982,1,4,1
5697,2,11,1981,1,4,1
5698,1,11,1981,1,4,-4
5699,1,6,1980,1,4,-4
5700,2,5,1984,1,4,-4
5701,1,12,1983,1,4,1
5702,2,4,1983,1,4,-4
5703,1,9,1983,1,4,-4
5704,1,1,1983,1,4,1
5705,2,8,1980,1,4,-4
5706,2,2,1982,1,4,-4
5707,2,6,1984,1,4,-4
5708,2,11,1983,1,4,1
5709,1,4,1980,1,4,1
5710,2,5,1982,1,4,-4
5711,2,2,1980,1,4,-4
5712,2,2,1983,1,4,1
5713,1,10,1980,1,4,-4
5714,2,12,1983,1,4,-4
5715,1,10,1980,1,4,-4
5716,1,10,1982,1,1,-4
5717,2,6,1983,1,4,1
5718,2,10,1981,1,4,-4
5719,2,1,1984,1,4,-4
5720,2,1,1984,1,4,1
5721,1,2,1980,1,4,-4
5722,2,9,1981,1,4,-4
5723,1,7,1982,1,4,-4
5724,1,1,1981,1,1,1
5725,2,12,1981,1,1,-4
5726,1,7,1982,1,1,-4
5727,2,7,1984,1,1,1
5728,2,11,1984,1,1,-4
5729,1,4,1980,1,4,-4
5730,1,5,1982,1,2,-4
5731,1,5,1982,1,4,-4
5732,2,1,1984,1,4,-4
5733,2,4,1983,1,1,-4
5734,1,11,1984,1,1,-4
5735,2,12,1981,1,4,-4
5736,1,1,1983,1,4,-4
5737,1,9,1982,1,4,-4
5738,2,6,1982,1,4,1
5739,2,1,1984,1,4,-4
5740,2,12,1984,1,4,-4
5741,2,3,1984,1,4,-4
5742,1,6,1980,1,4,1
5743,1,12,1981,1,4,-4
5744,1,12,1983,1,4,1
5745,2,8,1980,1,1,-4
5746,1,3,1982,1,1,-4
5747,1,4,1981,1,4,-4
5748,2,6,1982,1,4,-4
5749,1,8,1984,1,4,-4
5750,1,10,1980,1,4,-4
5751,1,8,1983,1,4,-4
5752,2,8,1982,1,2,1
5753,2,6,1984,1,4,1
5754,1,11,1983,1,4,1
5755,1,12,1981,1,1,-4
5756,1,9,1981,1,4,1
5757,2,9,1981,1,4,1
5758,1,4,1980,1,4,-4
5759,1,4,1983,1,4,-4
5760,1,11,1983,1,1,-4
5761,2,11,1984,1,1,1
5762,2,5,1983,1,1,-4
5763,2,8,1981,1,1,-4
5764,2,4,1983,1,1,-4
5765,1,1,1980,1,1,-4
5766,1,9,1984,1,1,-4
5767,2,1,1983,1,1,-4
5768,2,5,1983,1,1,-4
5769,1,8,1981,1,1,-4
5770,2,9,1981,1,1,-4
5771,1,10,1980,1,1,-4
5772,2,10,1982,1,1,-4
5773,2,1,1984,1,1,-4
5774,1,1,1983,1,1,-4
5775,2,12,1980,1,4,1
5776,1,10,1982,1,4,1
5777,1,8,1984,1,4,-4
5778,2,11,1984,1,4,-4
5779,1,8,1982,1,4,-4
5780,1,10,1984,1,1,-4
5781,1,6,1980,1,1,1
5782,1,11,1983,1,1,-4
5783,2,1,1982,1,4,-4
5784,1,11,1984,1,4,-4
5785,2,5,1980,1,4,1
5786,1,10,1981,1,1,-4
5787,2,9,1981,1,1,-4
5788,2,7,1982,1,1,-4
5789,1,3,1980,1,4,-4
5790,1,9,1980,1,4,-4
5791,1,7,1982,1,4,-4
5792,2,2,1984,1,4,-4
5793,1,8,1981,1,4,-4
5794,1,9,1983,1,4,-4
5795,1,8,1980,1,4,1
5796,2,5,1982,1,4,-4
5797,2,5,1980,1,4,1
5798,1,9,1981,1,4,1
5799,2,9,1980,1,4,-4
5800,2,1,1983,1,4,-4
5801,2,12,1984,1,4,-4
5802,1,12,1981,1,4,-4
5803,2,7,1983,1,4,1
5804,1,11,1983,1,1,-4
5805,1,1,1984,1,1,-4
5806,1,9,1984,1,1,-4
5807,2,2,1982,1,1,-4
5808,2,3,1981,1,1,-4
5809,1,2,1982,1,1,-4
5810,2,5,1980,1,1,-4
5811,2,3,1982,1,4,1
5813,1,7,1982,1,4,-4
5814,2,3,1980,1,1,-4
5815,1,3,1981,1,1,-4
5816,1,1,1984,1,1,1
5817,1,11,1984,1,1,-4
5818,2,8,1980,1,1,-4
5819,2,6,1982,1,1,-4
5820,2,11,1984,1,1,-4
5821,1,7,1980,1,1,-4
5822,2,3,1981,1,1,-4
5823,1,11,1983,1,1,1
5824,2,2,1983,1,1,-4
5825,1,5,1984,1,1,-4
5826,2,9,1984,1,1,-4
5827,2,7,1980,1,1,-4
5828,1,8,1982,1,1,-4
5829,1,7,1981,1,1,-4
5830,2,1,1982,1,1,-4
5831,1,6,1980,1,1,1
5832,2,1,1981,1,4,1
5833,1,5,1981,1,1,-4
5834,2,9,1984,1,1,-4
5835,1,9,1981,1,1,1
5836,2,6,1980,1,4,-4
5837,1,9,1983,1,4,-4
5838,1,9,1981,1,4,-4
5839,2,9,1982,1,4,-4
5840,2,3,1981,1,1,-4
5841,1,6,1981,1,1,-4
5842,1,8,1982,1,4,-4
5843,2,8,1982,1,1,1
5844,2,2,1983,1,1,-4
5845,2,1,1983,1,1,3
5846,2,3,1982,1,1,1
5847,1,10,1980,1,1,-4
5848,1,12,1980,1,1,-4
5849,1,6,1982,1,1,-4
5850,1,6,1982,1,1,-4
5851,2,10,1981,1,1,-4
5852,1,3,1982,1,1,-4
5853,2,7,1982,1,1,-4
5854,2,8,1983,1,1,-4
5855,2,8,1983,1,1,-4
5856,2,10,1980,1,4,1
5857,1,11,1984,1,4,1
5858,2,8,1982,1,4,-4
5859,2,11,1980,1,4,-4
5860,2,3,1982,1,4,-4
5861,1,4,1982,1,4,-4
5862,1,10,1981,1,4,-4
5863,2,6,1983,1,4,-4
5864,2,1,1980,1,1,-4
5865,2,7,1980,1,1,-4
5866,1,6,1980,1,4,-4
5867,1,10,1982,1,4,-4
5868,1,12,1982,1,4,-4
5869,1,9,1982,1,4,-4
5870,2,12,1981,1,4,-4
5871,2,12,1982,1,4,1
5872,1,6,1982,1,4,-4
5873,2,9,1980,1,4,1
5874,1,6,1983,1,4,-4
5875,2,6,1981,1,4,-4
5876,1,2,1983,1,4,-4
5877,2,7,1982,1,4,-4
5878,2,1,1981,1,4,-4
5879,2,12,1982,1,4,-4
5880,2,6,1984,1,4,-4
5881,2,6,1980,1,4,-4
5882,1,10,1982,1,4,-4
5883,1,1,1982,1,4,-4
5884,2,7,1980,1,4,-4
5885,2,9,1981,1,4,1
5886,2,8,1982,1,4,-4
5887,1,9,1983,1,4,-4
5888,2,1,1982,1,4,3
5889,2,1,1981,1,2,-4
5890,2,6,1981,1,1,-4
5891,2,1,1982,1,1,1
5892,2,3,1983,1,4,-4
5893,2,1,1984,1,4,-4
5894,1,8,1981,1,2,-4
5895,2,8,1984,1,2,-4
5896,1,1,1982,1,4,-4
5897,2,4,1982,1,1,-4
5898,2,6,1983,1,4,-4
5899,1,12,1982,1,1,1
5900,2,9,1984,1,1,-4
5901,2,10,1980,1,4,1
5902,2,5,1982,1,1,-4
5903,1,5,1982,1,1,-4
5904,2,8,1983,1,1,-4
5905,2,9,1981,1,1,-4
5906,1,11,1981,1,4,-4
5907,1,5,1984,1,4,-4
5908,1,11,1982,1,4,-4
5909,2,4,1984,1,4,-4
5910,2,11,1981,1,4,-4
5911,2,12,1983,1,4,-4
5912,2,2,1982,1,4,1
5913,1,11,1981,1,1,-4
5914,2,8,1981,1,1,-4
5915,2,1,1981,1,1,-4
5916,2,5,1983,1,1,-4
5917,2,5,1981,1,4,-4
5918,1,5,1982,1,1,-4
5919,2,12,1982,1,1,1
5920,1,5,1983,1,1,-4
5921,1,6,1980,1,4,-4
5922,1,1,1980,1,1,-4
5923,1,4,1980,1,1,1
5924,1,1,1980,1,1,-4
5925,2,1,1984,1,1,1
5926,1,1,1981,1,1,-4
5927,1,9,1983,1,1,-4
5928,2,5,1981,1,1,1
5929,2,3,1984,1,1,-4
5930,2,11,1980,1,1,-4
5931,1,11,1983,1,1,-4
5932,1,6,1980,1,1,1
5933,2,3,1981,1,1,-4
5934,2,12,1981,1,1,-4
5935,1,8,1982,1,1,-4
5936,1,5,1984,1,1,-4
5937,2,9,1984,1,1,-4
5938,2,4,1980,1,1,-4
5939,2,6,1984,1,1,-4
5940,1,7,1983,1,1,-4
5941,1,3,1981,1,1,-4
5942,2,9,1982,1,1,-4
5943,2,5,1982,1,1,-4
5944,2,11,1984,1,1,-4
5945,2,12,1982,1,1,-4
5946,2,12,1982,1,1,-4
5947,1,12,1983,1,1,-4
5948,1,5,1984,1,1,1
5949,2,10,1981,1,1,-4
5950,1,4,1983,1,1,1
5951,2,3,1980,1,1,-4
5952,1,7,1980,1,1,1
5953,1,1,1982,1,1,1
5954,1,6,1981,1,1,-4
5955,2,2,1981,1,1,-4
5956,1,8,1982,1,1,-4
5957,2,9,1981,1,1,-4
5958,2,5,1981,1,1,-4
5959,1,8,1984,1,1,-4
5960,2,12,1980,1,1,-4
5961,1,8,1984,1,1,-4
5962,1,4,1982,1,1,-4
5963,1,3,1982,1,1,-4
5964,1,9,1982,1,1,-4
5965,2,9,1984,1,1,-4
5966,2,8,1981,1,4,1
5967,1,9,1981,1,4,-4
5968,2,11,1982,1,4,-4
5969,1,2,1982,1,4,-4
5970,1,3,1982,1,4,-4
5971,2,8,1980,1,4,-4
5972,2,10,1983,1,4,-4
5973,2,10,1983,1,4,-4
5974,2,10,1983,1,4,-4
5975,2,7,1982,1,4,-4
5976,1,12,1984,1,4,-4
5977,1,1,1980,1,4,-4
5978,2,2,1984,1,4,-4
5979,2,7,1981,1,4,1
5980,2,11,1982,1,4,1
5981,2,4,1982,1,4,-4
5982,1,11,1982,1,1,-4
5983,1,2,1983,1,1,-4
5984,1,10,1984,1,1,-4
5985,2,11,1984,1,1,-4
5986,1,11,1981,1,1,-4
5987,2,9,1983,1,1,-4
5988,2,3,1981,1,1,-4
5989,1,5,1984,1,4,1
5990,1,4,1982,1,1,-4
5991,2,2,1981,1,1,-4
5992,2,5,1983,1,1,-4
5993,2,2,1980,1,1,-4
5994,2,7,1982,1,1,-4
5995,1,4,1984,1,1,-4
5996,2,3,1981,1,1,-4
5997,1,2,1981,1,1,-4
5998,1,6,1980,1,1,-4
5999,1,12,1982,1,1,-4
6000,1,12,1981,1,4,-4
6001,1,12,1984,1,4,-4
6002,1,7,1982,1,4,-4
6003,1,4,1984,1,2,-4
6004,1,6,1984,1,4,-4
6005,2,4,1981,1,4,-4
6006,2,9,1981,1,4,1
6007,2,7,1982,1,1,-4
6008,2,2,1980,1,1,-4
6009,1,6,1983,1,1,-4
6010,2,2,1981,1,1,-4
6011,1,12,1981,1,1,-4
6012,2,4,1980,1,1,-4
6013,2,5,1983,1,1,-4
6014,2,7,1984,1,1,-4
6015,1,2,1983,1,1,-4
6016,2,5,1980,1,1,-4
6017,1,6,1981,1,1,-4
6018,1,12,1980,1,1,-4
6019,2,12,1982,1,1,-4
6020,1,8,1981,1,4,-4
6021,1,5,1981,1,4,-4
6022,1,10,1981,1,4,-4
6023,1,10,1983,1,4,1
6025,1,8,1980,1,4,-4
6026,1,4,1984,1,1,-4
6027,2,6,1980,1,4,-4
6028,2,7,1982,1,4,2
6029,2,3,1981,1,4,1
6030,2,6,1983,1,4,-4
6031,1,4,1980,1,4,-4
6032,2,10,1984,1,4,1
6033,2,10,1982,1,4,1
6034,2,9,1983,1,4,1
6035,2,2,1984,1,4,1
6036,2,2,1981,1,4,1
6037,1,10,1983,1,4,-4
6038,1,12,1982,1,1,1
6039,2,8,1984,1,4,1
6040,1,6,1982,1,4,-4
6041,1,5,1984,1,4,-4
6042,1,1,1983,1,4,1
6043,2,8,1981,1,4,1
6044,2,10,1982,1,4,-4
6045,1,1,1981,1,4,-4
6046,1,8,1980,1,4,-4
6047,2,8,1981,1,4,1
6048,2,12,1984,1,4,-4
6049,1,11,1981,1,4,1
6050,1,12,1980,1,4,-4
6051,2,9,1980,1,4,1
6052,1,6,1980,1,4,-4
6053,2,3,1981,1,4,-4
6054,1,11,1980,1,4,-4
6055,2,8,1983,1,4,-4
6056,2,6,1983,1,4,1
6057,2,9,1983,1,4,-4
6058,2,7,1981,1,4,1
6059,1,2,1981,1,1,-4
6060,1,10,1981,1,2,-4
6061,1,5,1982,1,2,-4
6062,1,5,1984,1,2,-4
6063,2,5,1981,1,1,-4
6064,1,1,1983,1,2,1
6065,2,3,1981,1,4,-4
6066,1,9,1984,1,4,-4
6067,2,3,1981,1,4,-4
6068,1,10,1982,1,4,-4
6069,1,4,1984,1,4,-4
6070,1,2,1982,1,2,1
6071,2,11,1984,1,2,-4
6072,1,5,1980,1,4,1
6073,1,6,1982,1,4,-4
6074,1,8,1981,1,4,1
6075,1,5,1984,1,4,-4
6076,2,4,1981,1,4,-4
6077,2,3,1980,1,4,-4
6078,1,12,1980,1,2,1
6079,2,4,1981,1,2,-4
6080,2,7,1982,1,2,-4
6081,2,1,1981,1,1,-4
6082,1,10,1982,1,1,-4
6083,1,10,1984,1,1,-4
6084,1,7,1983,1,2,1
6085,1,10,1981,1,3,-4
6086,2,11,1982,1,3,-4
6087,2,12,1982,1,3,-4
6088,1,2,1984,1,3,1
6089,1,10,1982,1,4,-4
6090,2,3,1980,1,2,-4
6091,1,7,1981,1,2,-4
6092,2,12,1982,1,2,-4
6093,2,1,1981,1,4,-4
6094,1,6,1981,1,4,-4
6095,2,7,1982,1,4,1
6096,1,4,1984,1,4,-4
6097,1,3,1982,1,4,-4
6098,1,12,1981,1,4,1
6099,2,8,1983,1,4,-4
6100,1,11,1984,1,4,-4
6101,1,3,1982,1,4,1
6102,2,2,1984,1,4,-4
6103,1,10,1981,1,4,-4
6104,1,1,1982,1,2,-4
6105,2,5,1981,1,4,1
6106,1,9,1984,1,4,-4
6107,2,6,1984,1,4,-4
6108,1,7,1984,1,4,-4
6109,2,7,1981,1,4,1
6110,2,11,1984,1,4,-4
6111,1,6,1981,1,4,1
6112,2,2,1981,1,4,-4
6113,1,1,1984,1,4,-4
6114,2,9,1981,1,1,-4
6115,2,3,1982,1,4,-4
6116,1,5,1982,1,1,-4
6117,2,4,1980,1,1,1
6118,1,3,1981,1,1,-4
6119,1,9,1981,1,1,-4
6120,1,1,1982,1,1,-4
6121,1,1,1982,1,4,1
6122,2,7,1983,1,4,-4
6123,1,10,1984,1,4,-4
6124,2,4,1982,1,1,-4
6125,1,6,1983,1,1,1
6126,2,10,1982,1,4,1
6127,2,8,1984,1,4,1
6128,2,7,1981,1,4,-4
6129,1,11,1984,1,4,-4
6130,1,7,1981,1,4,-4
6131,1,3,1984,1,2,-4
6132,2,12,1983,1,4,1
6133,1,12,1983,1,4,-4
6134,1,3,1984,1,4,-4
6135,2,10,1983,1,4,1
6136,2,6,1981,1,4,-4
6137,2,1,1984,1,2,1
6138,2,5,1982,1,4,-4
6139,2,9,1980,1,4,-4
6140,2,5,1984,1,4,1
6141,2,6,1980,1,1,1
6142,2,7,1982,1,1,-4
6143,1,7,1980,1,1,-4
6144,2,1,1982,1,1,-4
6145,1,2,1980,1,4,-4
6146,2,6,1981,1,4,-4
6147,2,2,1981,1,1,1
6148,2,5,1984,1,2,-4
6149,1,7,1983,1,1,-4
